views,comments,duration,num_speaker,languages,event,main_speaker,name,speaker_occupation,title,description
1571516,121,729,1,34,TEDGlobal 2014,Andy Yen,Andy Yen: Think your email's private? Think again,Secure email developer,Think your email's private? Think again,"Sending an email message is like sending a postcard, says scientist Andy Yen in this thought-provoking talk: Anyone can read it. Yet encryption, the technology that protects the privacy of email communication, does exist. It's just that until now it has been difficult to install and a hassle to use. Showing a demo of an email program he designed with colleagues at CERN, Yen argues that encryption can be made simple to the point of becoming the default option, providing true email privacy to all."
1135382,120,818,1,23,TEDGlobal 2014,Ilona Szabó de Carvalho,Ilona Szabó de Carvalho: 4 lessons I learned from taking a stand against drugs and gun violence,Policy reformer,4 lessons I learned from taking a stand against drugs and gun violence,"Throughout her career in banking Ilona Szabó de Carvalho never imagined she'd someday start a social movement. But living in her native Brazil, which leads the world in homicidal violence, she realized she couldn't just stand by and watch drugs and guns tear her country apart. Szabó de Carvalho reveals four crucial lessons she learned when she left her cushy job and took a fearless stand against the status quo."
955623,32,353,1,29,TEDGlobal 2014,Sangu Delle,"Sangu Delle: In praise of macro -- yes, macro -- finance in Africa",Entrepreneur,"In praise of macro -- yes, macro -- finance in Africa","In this short, provocative talk, financier Sangu Delle questions whether microfinance — small loans to small entrepreneurs -- is the best way to drive growth in developing countries. ""We seem to be fixated on this romanticized idea that every poor person in Africa is an entrepreneur,” he says. ""Yet, my work has taught me that most people want jobs.” Delle, a TED Fellow, makes the case for supporting large companies and factories — and clearing away the obstacles to pan-African trade."
1231198,68,279,1,40,TEDGlobal 2014,Alison Killing,"Alison Killing: There’s a better way to die, and architecture can help",Architect,"There’s a better way to die, and architecture can help","In this short, provocative talk, architect Alison Killing looks at buildings where death and dying happen -- cemeteries, hospitals, homes. The way we die is changing, and the way we build for dying ... well, maybe that should too. It's a surprisingly fascinating look at a hidden aspect of our cities, and our lives."
1342431,70,440,1,33,TEDGlobal 2014,Boniface Mwangi,Boniface Mwangi: The day I stood up alone,,The day I stood up alone,"Photographer Boniface Mwangi wanted to protest against corruption in his home country of Kenya. So he made a plan: He and some friends would stand up and heckle during a public mass meeting. But when the moment came ... he stood alone. What happened next, he says, showed him who he truly was. As he says, ""There are two most powerful days in your life. The day you are born, and the day you discover why."" Graphic images."
4728000,192,371,1,45,TEDGlobal 2014,Bel Pesce,Bel Pesce: 5 ways to kill your dreams,Entrepreneur,5 ways to kill your dreams,"All of us want to invent that game-changing product, launch that successful company, write that best-selling book. And yet so few of us actually do it. TED Fellow and Brazilian entrepreneur Bel Pesce breaks down five easy-to-believe myths that ensure your dream projects will never come to fruition."
1339843,63,1038,1,27,TEDGlobal 2014,Jimmy Nelson,Jimmy Nelson: Gorgeous portraits of the world's vanishing people,Last tribes photographer,Gorgeous portraits of the world's vanishing people,"When Jimmy Nelson traveled to Siberia to photograph the Chukchi people, elders told him: ""You cannot photograph us. You have to wait, you have to wait until you get to know us, you have to wait until you understand us."" In this gorgeously photo-filled talk, join Nelson's quest to understand -- the world, other people, himself -- by making astonishing portraits of the world's vanishing tribes and cultures."
1272185,62,938,1,26,TEDGlobal 2014,Wendy Freedman,Wendy Freedman: This telescope might show us the beginning of the universe,Astronomer,This telescope might show us the beginning of the universe,"When and how did the universe begin? A global group of astronomers wants to answer that question by peering as far back in time as a large new telescope will let us see. Wendy Freedman headed the creation of the Giant Magellan Telescope, under construction in South America; at TEDGlobal in Rio, she shares a bold vision of the discoveries about our universe that the GMT could make possible."
2141928,162,991,1,28,TEDGlobal 2014,Taiye Selasi,"Taiye Selasi: Don't ask where I'm from, ask where I'm a local",Author,"Don't ask where I'm from, ask where I'm a local","When someone asks you where you're from … do you sometimes not know how to answer? Writer Taiye Selasi speaks on behalf of ""multi-local"" people, who feel at home in the town where they grew up, the city they live now and maybe another place or two. ""How can I come from a country?"" she asks. ""How can a human being come from a concept?"""
1198546,42,949,1,21,TEDGlobal 2014,Andrés Ruzo,Andrés Ruzo: The boiling river of the Amazon,Geoscientist,The boiling river of the Amazon,"When Andrés Ruzo was a young boy in Peru, his grandfather told him a story with an odd detail: There is a river, deep in the Amazon, which boils as if a fire burns below it. Twelve years later, after training as a geoscientist, he set out on a journey deep into the jungle of South America in search of this boiling river. At a time when everything seems mapped and measured, join Ruzo as he explores a river that forces us to question the line between known and unknown ... and reminds us that there are great wonders yet to be discovered."
707788,8,723,1,4,TEDGlobal 2017,OluTimehin Adegbeye,OluTimehin Adegbeye: Who belongs in a city?,"Writer, activist",Who belongs in a city?,"Underneath every shiny new megacity, there's often a story of communities displaced. In this moving, poetic talk, OluTimehin Adegbeye details how government land grabs are destroying the lives of thousands who live in the coastal communities of Lagos, Nigeria, to make way for a ""new Dubai."" She compels us to hold our governments and ourselves accountable for keeping our cities safe for everyone. ""The only cities worth building, indeed the only futures worth dreaming of, are those that include all of us, no matter who we are or how we make homes for ourselves,"" she says."
542088,3,795,1,1,TEDGlobal 2017,Sethembile Msezane,Sethembile Msezane: Living sculptures that stand for history's truths,Artist,Living sculptures that stand for history's truths,"In the century-old statues that occupy Cape Town, Sethembile Mzesane didn't see anything that looked like her own reality. So she became a living sculpture herself, standing for hours on end in public spaces dressed in symbolic costumes, to reclaim the city and its public spaces for her community. In this powerful, tour-de-force talk, she shares the stories and motivation behind her mesmerizing performance art."
